Unnamed: 0,full_text,sentiment
159,"Masih bingung sama namanya Indonesia punya utang triliyunan"" kenapa ga nyuruh peruri aja cetak uang yang banyak tukar sama dollar terus bayarin utang itu jadi ga ada namanya resesi, kenapa semua negara matoknya harus sama dollar sih""",neutral
160,"Indonesia bro, resesi mah belakangan ",positive
161,"Langkah penting pemerintah hadapi ancaman resesi global, Menko Airlangga: Indonesia cukup beruntung ",positive
162,"baru preorder mulai, udah sold out. fixed ga ada resesi di Indonesia!!!!",positive
163,94 Tahun sumpah pemuda. Pemuda ditantang berkontribusi menghadang ancaman resesi ekonomi tahun depan. Pemuda Indonesia yang kreatif dan berkualitas pasti bisa.,positive
164,Rantai pasokan biang kerok resesi ekonomi Indonesia ,neutral
165, Seperti Indonesia dan resesi ekonomi-nya,neutral
166, Siapa bilang Indonesia resesi ,positive
167," SBY ini bodoh apa ga ngerti ya , dengerin itu bu sri kompres , dunia dalam resesi tp Indonesia masih kuat 2 tahun covid dunia lupuh Indonesia ekonomi tumbuh 5% , SBY jgn buat rakyat bodoh seperti anda",neutral
168,"Terima kasih Pak SBY Tweet-nya. Skdr opini blm tentu benar utk Indonesia: sy duga warga tak akan terpengaruh resesi dunia,resesi Indonesia. Karena yg terkena resesi sy duga sosok spt LBP, mgkn jg Bapak, BUMN, oligarki, sejenis. Rakyat mah di negeri ini msh bs mkn genjer, ganyong",neutral
169,Indonesia dilawan..!! kita mah anti resesi..! ,positive
170,"Perang Ukraina-Rusia jadi ancaman resesi dunia, Indonesia lakukan pengendalian inflasi ",neutral
171, Ini jenis antrian yg perlihatkan Indonesia ngga ada resesi dst..hehe,positive
172, Kan udh di prediksi kalau Indonesia bakal bebas dari resesi,positive
173,Harga minyak dunia naik saat ini krn ancaman resesi dunia akibat perang rusia-ukraina. Harga BBM di Indonesia gak naik. Kadrun kok diem aja ya ngasih apresiasi atau gimana kek ,neutral
174,"2024 Indonesia bakalan resesi !""""",negative
175,"Resesi ekonomi menjadi ancaman global tahun depan. Negara-negara, termasuk Indonesia pun mulai mewaspadai ancaman tersebut. ",positive
176,"Ini berita hoax. Berita palsu. Redaksi harus bertanggung jawab. Tau kah kalian, negeri ini sedang hancur, mengalami kemunduran, ekonomi sulit, hutang meroket, penguasanya oligarki, rakyatnya sengsara, menderita, resesi, ambruk, bubar. Ini berita hoax. Ga mungkin ini Indonesia. ",neutral
177,Hary Tanoesoedibjo Optimistis Indonesia Mampu Hadapi Ancaman Resesi Global   . ,positive
178,Menurut Ibu Sri Mulyani Indonesia termasuk dari negara-negara yang terbilang cukup baik ekonominya dan kuat dari guncangan resesi.,positive
179, Lu sendiri bacot..resesi slhamdulilah indonesia tdk kena dampak nya..indonesia tangguh..indonesia kuat sesui motto..hut 77..,positive
180,"Indonesia sudah beberapa kali mengalahkan kondisi resesi ekonomi. Namun apakah tahun depan yang digadang akan terjadi resesi lagi, Indonesia sudah siap menghadapi        ",neutral
181," Enak sama2 lulusan S2 deh cobain dah. Tar pillowtalk nya ngomongin pendidikaN di indonesia, cold war, resesi global, hingga psikologi anak ",neutral
182,Semakin yakin kalo indonesia tidak akan resesi wkwk,positive
183,"Salah satu sektor yang terdampak ancaman resesi 2023 dan kenaikan suku bunga Bank Indonesia adalah sektor properti. Lantas, bagaimana perhitungan ideal untuk mengambil KPR dalam situasi ini Simak selengkapnya dalam infografis berikut.    ",neutral
184,DPR Nilai Indonesia bakal Parah Terdampak Resesi Ekonomi Jika Tak Antisipasi ,neutral
185,Pernyataan Sikap Gabungan Serikat Buruh Indonesia (GSBI) Nomor : PS.00011/DPP.GSBI/JKT/X/2022 Menentang Gelombang PHK dan Menuntut Kenaikan Upah Buruh di Tengah Resesi-Stagfasi Global . ,neutral
186,Apa itu resesi Yg antri ipon 14 aja panjang bener Dan ada yang beli banyak buat temen temennya yg nitip Gokil emang indonesia!! Keep konsumtif guys!!,positive
187, salahsatu hal yg meyakinkan gadanya RESESI di INDONESIA,positive
188,"Indonesia aman dari resesi, jangan tunda beli properti!",positive
189,Beli hape murah: ghoib Beli hape mahal: antre Suwekkk ,neutral
190,Tiktok: indonesia tahun depan resesi Ibox: beli iphone kudu antri karena yang mau beli kebanyakan,neutral
191,"Karena beberapa faktor ekonomi, banyak negara yang gagal bayar utang, selain itu diingatkan Indonesia untuk tetap waspada di tengah ancaman resesi.       ",positive
192,Sepertinya Jokowi bakal tumbang saat ombak resesi ekonomi menghantam Indonesia.,negative
193,Anggota DPR: Indonesia Terdampak Parah Resesi Ekonomi Dunia Jika Pemerintah Tidak Antisipasi ,neutral
194,Ekonom: Tidak Ada Pernyataan Indonesia Akan Resesi 2023 ,positive
195,- Ekonomi Indonesia sedang tidak baik-baik saja - 2023 resesi - Lebih baik investasi bla bla bla,neutral
196," Aku jg kena bgt imbas covid, tp ya tergantung masing bisa survive apa enggk, bagus dg melihat indonesia yg luas, jml penduduk yg bnyk bgt gk sampe resesi/krisis ekonomi. Nyatanya org"" msh bnyk yg bisa bertahan mskipun gk mudah.""",neutral
197,Menteri Pertahanan Prabowo Subianto ingatkan Indonesia untuk waspada menghadapi krisis global 2023. Prabowo Subianto mengingatkan semua pihak untuk mengantisipasi kemungkinan resesi mengingat sejumlah negara menilai bahwa tahun depan akan menjadi tahun berat.,positive
198, Prediksi Indonesia tahun 2023 bakal ramai drama lovkdown resesi bla bla bla,neutral
199,PKS: Indonesia Akan Terdampak Resesi Global yang Parah Jika Pemerintah Kejar Proyek Mercusuar ,neutral
200,Indonesia: apa itu resesi ,positive
201," Pernah baca, dampak resesi Indonesia itu kecil. Karna masy nya konsumtif, jd perputaran uang berjalan dg baik.",positive
202,ribuan relawan akan berkumpul di Tugu Proklamasi utk memperingati Hari Sumpah Pemuda yg akan diisi dgn doa bersama utk bangsa Indonesia agar bs bangsa ini bs lepas dr ancaman krisis global spt resesi ekonomi yg sdh dialami negara lain Dukung Total Ganjar Pranowo  ,neutral
203, Resesi minder masuk Indonesia.,positive
204, Bener! Yg resesi amerika kayaknya krena skrng aja mreka mau makan aja susah. Indonesia klo soal makan aman.,positive
205,"Indonesia dibawah Jokowi KURANG GAUL dalam Perdagangan Dunia ... Jadi kalau terjadi RESESI GLOBAL maka EFEK melemahnya EXPORT akan MINIMAL dibanding besarnya GDP Indonesia .... Tapi INGAT ketika ada KRISIS PERUMAHAN di US, IHSG drop 59% dlm SETAHUN ... ",neutral
206,"Jika Tidak Antisipasi, Indonesia Terdampak Parah Resesi Ekonomi ",neutral
207,"Indonesia dibawah Jokowi KURANG GAUL dalam Perdagangan Dunia ... Jadi kalau terjadi RESESI GLOBAL maka EFEK melemahnya EXPORT akan MINIMAL dibanding besarnya GDP Indonesia .... Tapi INGAT ketika ada KRISIS PERUMAHAN di US, IHSG drop 59% dlm SETAHUN ...",neutral
208,naaaahhhh pemuda pemudi indonesia bersatu melawan resesi eaaaa ,positive
209, Ya kan resesi cuma buat orang menengah kebawa...wicis 80% dr pddk indonesia. Mall itu bukan realita kak. Antri kaya gitu biasa kali. Kalo mau liat ekonomi nasional ya liat antri sembako sama loker mekdi.,neutral
210,Pemuter roda perekonomian Indonesia agar ga resesi tahun depan ,positive
211,Negara konsumtif kek indonesia yang kemungkinan bakalan mencegah terjadinya resesi,positive
212, Perilaku konsumtif orang Indonesia memang menyelamatkan Indonesia dari resesi ,positive
213,Indonesia resesi 2023. Blackpink World Tour Jakarta Concert 2023: plis ada yg bs bantu war ticket ! Begitu ada Kpop Concert lsg lupa resesi. Burn money burn Blackpink: Pemersatu Indonesia.,positive
214,"Syukurlah, berarti dampak positif ke Indonesia Resesi AS Batal! Ekonomi ",positive
215," Dibawah Jokowi Indonesia KURANG GAUL dalam Perdagangan Dunia ... Jadi kalau terjadi RESESI GLOBAL maka EFEK melemahnya EXPORT akan MINIMAL dibanding besarnya GDP Indonesia .... Tapi INGAT ketika ada KRISIS PERUMAHAN di US, IHSG drop 59% dlm SETAHUN ... ",neutral
216, gajadi resesi kayaknya nih ,positive
217,indonesia itu memang outlier pola konsumtif masyarakatnya udah terbukti menyelamatkan negara ini dari berbagai ancaman resesi cmiiw,positive
218, Ya cukup 1-2% orang Indonesia ga ngerasain efek resesi agar retailer barang high end tetep hidup. Cuman emang influencer fear mongering yg nakut2in tu ngeselin si.,neutral
219, dikata resesi cm di indonesia doang apa ya ,neutral
220,"Nih ya, tahun depan Indonesia gaakan resesi! Yang gembor gembor resesi itu orang tajir yang siap serok bawah ",positive
221,"Jika Resesi Ekonomi Dunia Tidak Diantisipasi Pemerintah, Indonesia Akan Terdampak Parah Pemerintah perlu menjaga efisiensi belanja negara utk dorong pertumbuhan ekonomi dg prioritas belanja yg berkualitas & menunda proyek ambisius"" ~ ",neutral
222, Kalo pemerintah tidak hati hati. Bagaimana pun akan terjadi. Bahkan udah diramal bahwa 2023 Indonesia bisa resesi.,negative
223,"Valid berarti kata beberapa Ekonom, Indonesia ga terdampak resesi, lol.",positive
224," Sebenernya gampang liat mau resesi atau engga, liat aja content baim wong, kalo ga ada content kemiskinan lagi berrti orang udh pada punya duid dan ekonomi Indonesia di pastikan sudah naik """,neutral
225,"Dampak Resesi Global terhadap Ekonomi Indonesia, Ini Kata Mantan Menkeu ",neutral
226,"Resesi Apa itu Celana dalam berlampu dengan fitur GPS saja masih bisa laku di Indonesia ini. Hanya 999.000, pesan sekarang!",positive
227," Resesi ini yang kena global, negara-negara yang ngandelin impor/ekspor. Sama kayak di Indonesia perusahaan yang kena ya yang ngandelin ekspor/impo atau perusahaan start-up yang ngincer valuasi bukan keuntungan.",neutral
228," Resesi tuh ga perlu ditakutin daya beli orang Indonesia kuat, yg perlu di khawatirin tuh kalo udah masuk inflasi beda cerita",neutral
229, Gak paham apa yak ...dunia mulai terancam resesi sejak adanya coved19...belajar lagi bkn hny indonesia yg lg drop goblok!!,neutral
230, Ah resesi itu hanya mitos bagi orang Indonesia ,positive
231,"Sejumlah bank akan melakukan penyesuaian suku bunga simpanan dan kredit, akibat kenaikan suku bunga oleh Bank Indonesia. Lantas, apakah masih memungkinkan mengambil KPR di tengah ancaman resesi dan kenaikan suku bunga BI    ",neutral
232,"Ini yang buat Indonesia lebih kuat sama resesi, perilaku konsumtif. Jadi uang mutar terus wkwkwk",positive
233,Peneliti Senior dan Ekonom Bursa Efek Indonesia Poltak Hotradero optimistis Indonesia tidak akan masuk ke dalam jurang resesi pada 2023 karena memiliki fondasi eko... ,positive
234,"Tahun depan ekonomi dunia diprediksi akan gelap. Oleh karena itu, kalian para pemuda dan pemudi Indonesia diharapkan menjadi pelita yang menerangi Indonesia dari gelapnya ancaman resesi global. Maju terus generasi muda Indonesia! ",neutral
235,"Financial planner niche fearmongering resesi kehancuran indonesia dunia gelap"" pada PO iPhone 14 gak nih Masa kalah ama yg ditakut2in.""",neutral
236,"Resesi global 2023 terhadap sektor pariwisata Indonesia pasti ada dampaknya. Apa yang seharusnya dilakukan adalah perkuat SDM parekraf dengan program-program konkret, fasilitsi infrastruktur dan kualitas UMKM. ",neutral
237,Nah dengerin nih saran dari Bu Sri Mulyani.     ,neutral
238,"Sumpah Pemuda adalah Sumpah Persatuan dlm BerTanah Air, BerBangsa, dan BerBahasa. Sambil kita bersyukur kpd Tuhan Yg Maha Kuasa atas Limpahan Kekayaan Alam yg kita miliki. Dg Ilmpahan Kekayaan itu, Semoga kita terhindar dr kesulitan (resesi) yg mengancam. Bersatulah Indonesia.",positive
239," para pemberi kerja jg skrg punya tim untuk melihat background diluar pendidikan termasuk aktifitas di sosial medianya, ga cuma di Indonesia palagi skrg jaman resesi di dunia manapun pengurangan pekerja terjadi, jd yg msh kerja gunakan sebaik baiknya",neutral
240, isu resesi cuma akal2an aja kali wkwk biar ada yang ngerasa jadi Satrio Piningit di indonesia,neutral
241,Ekonom UI: Indonesia Wajib Pertahankan Momentum Pemulihan Ekonomi agar Terhindar dari Resesi ,neutral
242,"Resesi Mengancam, Fraksi GIB: Gula APBD Jember 2023 Jangan Jadi Pil Pahit. Jember ( Fraksi Gerakan Indonesia Berkarya (GIB) DPRD Kabupaten Jember, Jawa Timur,    via ",neutral
243,Semoga Indonesia tetap bertahan dalam menghadapi resesi 2023 kedepan. Amin Ya Allah.     ,positive
244,Mantap Pak Keren banget.    ,neutral
245,Nyatanya indonesia selamat dari resesi karena masyarakatnya konsumtif bingiiit,positive
246,"Resesi Mengancam, Bos Unilever Indonesia Bicara Soal Peluang dan Pertumbuhan Bisnis Tahun 2023 ",neutral
247,Indonesia Pasti Terdampak Jika Global Alami Resesi                  ,negative
248,"Saat ini berbagai negara menghadapi ancaman resesi global (ekonomi), termasuk Indonesia. Dibayangi hantu resesi global, kemarin harga nikel masih bertengger di angka cukup tinggi."" klik link dibawah ini:  ",neutral
249,"Utang Pemerintah Naik Rp708 T Setahun, Tembus Rp7.420 T. Yg bilang UTANG NAIK tp selalu bilang msh aman itu bs disebut radikal jg ngga ",neutral
250,resesi ekonomi yang sangat besar. Akankah ekonomi Indonesia juga ikut terseret jurang resesi    ,neutral
251,Indonesia harus mencari terobosan baru untuk menghadapi ancaman perlambatan dan resesi ekonomi. Bagaimana caranya ,neutral
252,"Haloo Selamat membaca! Bukan saja di Indonesia, resesi akan terjadi secara global. Itulah plan mereka. WASPADA !! ..."" ",positive
253,"Iya om..harusnya bilang indonesia masih aman jauh dr kata resesi kan dikantong mukidi msh da sisi yahhh skitar 4rb an T baru juga dipake 7rebuT....macam kta opung jahat itu ,om ",neutral
254,"Rantai pasokan biang kerok resesi ekonomi di Indonesia Maka, perlu pembenahan mulai dari hulu hingga ke hilir Jokowi gas pol pemulihan ekonomi ",neutral
255,"Yang katanya tahun depan mau ada resesi global, PO hape puluhan juta tetep ajah laris kayak kacang goreng .. Indonesia ",neutral
256,Akankah Resesi Ekonomi Global Berdampak pada Indonesia ,neutral
257,"Badai resesi ekonomi kerap dikenang sebagai mimpi buruk seluruh negara di dunia. Indonesia apalagi. Pengaruh resesi ekonomi cukup besar di Nusantara. Bahkan, mampu meruntuhkan dua rezim pemerintahan... ",neutral
258,"Ketua DPP PKS: Jika Resesi Ekonomi Dunia Tidak Diantisipasi Pemerintah, Indonesia Akan Terdampak Parah ",neutral
259,Aminnnn... Mudah-mudahan segala kendala ekonomi karena resesi yang melanda dunia beberapa waktu belakangan ini bisa dilewati dengan selamat sama Indonesia ya Pak ... ,positive
260,AISI Mulai Pelajari Dampak Resesi 2023 Terhadap Penjualan Sepeda Motor Indonesia ,neutral
261,"Jika Resesi Ekonomi Global Tak Diantisipasi, Indonesia Bisa Terdampak Parah ",neutral
262,"Ketua DPP PKS : Jika Resesi Ekonomi Dunia Tidak Diantisipasi Pemerintah, Indonesia Akan Terdampak Parah ",neutral
263,"BINCANG SUDUT PANDANG BADAI PHK: AWAL MULA RESESI INDONESIA"" Bersama : ROY JINTO (KETUA FSP TSK SPSI) MIRAH SUMIRAT (PRESIDEN ASPEK INDONESIA) ADI MAHFUDZ (KADIN INDONESIA) ANDRI PERDANA (CELIOS) 92.3 MQFM On Air Request: (0274) 884 205 SMS & Whatsapp: 0815 78600 923 ",neutral
264, Ini upaya kaum pencinta hoak dalam menwujudkan RESESI 2023 dunia agar Indonesia kena imbasnya... Jahat kalian para kaum kadrun...,neutral
265,"Bank Hana Buka-bukaan Soal Dampak Ancaman Resesi Global, Indonesia Aman ",neutral
266," 11 jenis bahan pangan yang termasuk dalam golongan Cadangan Pangan Pemerintah (CPP) akan dikuasai dan dikelola oleh pemerintah, mampukah tingkatkan ketahanan ekonomi Indonesia di tengah ancaman resesi global Streaming: ",neutral
267,Krisis energy di jerman ternyata engak juga tuh.. semoga semi resesi di indonesia juga segera berakhir yaa.. ,positive
268,"MESKI ada ancaman resesi perekonomian global di tahun depan, PT Unilever Indonesia Tbk (UNVR) optimistis penjualan produk akan bertumbuh. Perseroan tersebut menargetkan pertumbuhan di kisaran 6% di 2023. ",neutral
269,"Pembangunan food estate ini bagian dr upaya memperkokoh sistem pertahanan dan ketahanan dibidang pangan. Bayangkan jika seluruh pemerintah daerah melaksanakan program yg sama, tentu Indonesia akan lbh siap menghadapi bahaya resesi...",neutral
270," 11 jenis bahan pangan yang termasuk dalam golongan Cadangan Pangan Pemerintah (CPP) akan dikuasai dan dikelola oleh pemerintah, mampukah tingkatkan ketahanan ekonomi Indonesia di tengah ancaman resesi global Talk: Pengamat Ekonomi Irwan Ibrahim. ",neutral
271,"Resesi yg kini terjadi di sebagian negara2 Eropa dirasa kian mengancam negara2 Asia, termasuk Indonesia, dilaporkan dr Inggris diketahui stok pangan makin sulit akibat harga2 yg meroket.",negative
272,Indonesia dengan karunia sda dr Tuhan yg luar biasa perlu dikelola dengan sebaik mungkin agar apa yg terjadi di Eropa tidak dialami oleh Indonesia. Kuncinya adalah seberapa serius pemerintah melakukan upaya prefentif terhadap ancaman resesi ini.,neutral
273,Resesi Global Mengancam Indonesia Diprediksi Masih Bisa Bertahan ,positive
274," 11 jenis bahan pangan yang termasuk dalam golongan Cadangan Pangan Pemerintah (CPP) akan dikuasai dan dikelola oleh pemerintah, mampukah tingkatkan ketahanan ekonomi Indonesia di tengah ancaman resesi global ",neutral
275,"Ditengah Himpitan Ancaman Resesi, Mercy Maybach Mewah Rp 6,5 Miliar Ludes Diborong Orang Indonesia, Paling Banyak Beli Cash! ",neutral
276,Rantai pasokan menjadi momok dan biang kerok Resesi Ekonomi di Indonesia.  ,neutral
277,"Indonesia Terancam Resesi, Andi Arief: Apa yang Bisa Dilakukan Pak Jokowi di Sisa Kekuasannya | Jokowi Gancit Cebong Hasil Tes Otak BNPT Nikita Mirzani Guling Tidur 8 LeoNiel Gen 1 yoona     ",neutral
